month,weekday,day,hour,value
11.0,6.0,29.0,8.0,0.1905
11.0,6.0,29.0,9.0,0.20800000000000002
11.0,6.0,29.0,10.0,0.17049999999999998
11.0,6.0,29.0,11.0,0.8550000000000001
11.0,6.0,29.0,12.0,2.4125
11.0,6.0,29.0,13.0,2.1100000000000003
11.0,6.0,29.0,14.0,1.031
11.0,6.0,29.0,15.0,0.7555000000000001
11.0,6.0,29.0,16.0,2.2119999999999997
11.0,6.0,29.0,17.0,3.832
11.0,6.0,29.0,18.0,3.463
11.0,6.0,29.0,19.0,3.0225
11.0,6.0,29.0,20.0,2.5965
11.0,6.0,29.0,21.0,2.4595000000000002
11.0,6.0,29.0,22.0,1.362
11.0,6.0,29.0,23.0,1.339
11.0,0.0,30.0,0.0,0.9724999999999999
11.0,0.0,30.0,1.0,0.4435
11.0,0.0,30.0,2.0,0.3835
11.0,0.0,30.0,3.0,0.389
11.0,0.0,30.0,4.0,0.3665
11.0,0.0,30.0,5.0,0.38149999999999995
11.0,0.0,30.0,6.0,0.34450000000000003
11.0,0.0,30.0,7.0,1.0975000000000001
11.0,0.0,30.0,8.0,1.254
11.0,0.0,30.0,9.0,0.25
11.0,0.0,30.0,10.0,0.2385
11.0,0.0,30.0,11.0,0.32799999999999996
11.0,0.0,30.0,12.0,1.317
11.0,0.0,30.0,13.0,0.6225
11.0,0.0,30.0,14.0,0.5795
11.0,0.0,30.0,15.0,0.7305
11.0,0.0,30.0,16.0,1.4140000000000001
11.0,0.0,30.0,17.0,1.4809999999999999
11.0,0.0,30.0,18.0,4.2665
11.0,0.0,30.0,19.0,2.62
11.0,0.0,30.0,20.0,1.8795000000000002
11.0,0.0,30.0,21.0,2.241
11.0,0.0,30.0,22.0,1.5045
11.0,0.0,30.0,23.0,0.9305
12.0,1.0,1.0,0.0,0.9484999999999999
12.0,1.0,1.0,1.0,0.9165
12.0,1.0,1.0,2.0,0.405
12.0,1.0,1.0,3.0,0.38949999999999996
12.0,1.0,1.0,4.0,0.367
12.0,1.0,1.0,5.0,0.3745
12.0,1.0,1.0,6.0,0.373
12.0,1.0,1.0,7.0,0.6699999999999999
12.0,1.0,1.0,8.0,0.43400000000000005
12.0,1.0,1.0,9.0,0.39049999999999996
12.0,1.0,1.0,10.0,0.1895
12.0,1.0,1.0,11.0,0.195
12.0,1.0,1.0,12.0,0.6415
12.0,1.0,1.0,13.0,0.865
12.0,1.0,1.0,14.0,0.6685
12.0,1.0,1.0,15.0,0.23049999999999998
12.0,1.0,1.0,16.0,0.5515
12.0,1.0,1.0,17.0,1.6844999999999999
12.0,1.0,1.0,18.0,3.011
12.0,1.0,1.0,19.0,2.801
12.0,1.0,1.0,20.0,2.634
12.0,1.0,1.0,21.0,2.443
12.0,1.0,1.0,22.0,1.5419999999999998
12.0,1.0,1.0,23.0,1.0985
12.0,2.0,2.0,0.0,0.5875
12.0,2.0,2.0,1.0,0.373
12.0,2.0,2.0,2.0,0.379
12.0,2.0,2.0,3.0,0.33999999999999997
12.0,2.0,2.0,4.0,0.381
12.0,2.0,2.0,5.0,0.34450000000000003
12.0,2.0,2.0,6.0,0.357
12.0,2.0,2.0,7.0,0.595
12.0,2.0,2.0,8.0,0.43
12.0,2.0,2.0,9.0,0.207
12.0,2.0,2.0,10.0,0.165
12.0,2.0,2.0,11.0,0.1995
12.0,2.0,2.0,12.0,0.20400000000000001
12.0,2.0,2.0,13.0,0.1855
12.0,2.0,2.0,14.0,0.39449999999999996
12.0,2.0,2.0,15.0,1.4295
12.0,2.0,2.0,16.0,0.7195
12.0,2.0,2.0,17.0,1.1974999999999998
12.0,2.0,2.0,18.0,1.95
12.0,2.0,2.0,19.0,3.4415
12.0,2.0,2.0,20.0,2.3285
12.0,2.0,2.0,21.0,2.036
12.0,2.0,2.0,22.0,1.3875
12.0,2.0,2.0,23.0,1.7810000000000001
12.0,3.0,3.0,0.0,1.546
12.0,3.0,3.0,1.0,0.855
12.0,3.0,3.0,2.0,0.9175
12.0,3.0,3.0,3.0,0.5734999999999999
12.0,3.0,3.0,4.0,0.5945
12.0,3.0,3.0,5.0,0.551
12.0,3.0,3.0,6.0,0.594
12.0,3.0,3.0,7.0,0.8155
12.0,3.0,3.0,8.0,0.737
12.0,3.0,3.0,9.0,0.2215
12.0,3.0,3.0,10.0,0.175
12.0,3.0,3.0,11.0,0.2915
12.0,3.0,3.0,12.0,0.48050000000000004
12.0,3.0,3.0,13.0,0.3665
12.0,3.0,3.0,14.0,0.42400000000000004
12.0,3.0,3.0,15.0,1.0315
12.0,3.0,3.0,16.0,1.101
12.0,3.0,3.0,17.0,1.898
12.0,3.0,3.0,18.0,2.612
12.0,3.0,3.0,19.0,1.9065
12.0,3.0,3.0,20.0,1.6185
12.0,3.0,3.0,21.0,1.387
12.0,3.0,3.0,22.0,1.657
12.0,3.0,3.0,23.0,1.3130000000000002
12.0,4.0,4.0,0.0,0.7855000000000001
12.0,4.0,4.0,1.0,0.8045
12.0,4.0,4.0,2.0,0.5445
12.0,4.0,4.0,3.0,0.374
12.0,4.0,4.0,4.0,0.3925
12.0,4.0,4.0,5.0,0.358
12.0,4.0,4.0,6.0,0.37649999999999995
12.0,4.0,4.0,7.0,0.6225
12.0,4.0,4.0,8.0,0.507
12.0,4.0,4.0,9.0,0.2145
12.0,4.0,4.0,10.0,0.17049999999999998
12.0,4.0,4.0,11.0,0.206
12.0,4.0,4.0,12.0,0.2885
12.0,4.0,4.0,13.0,0.739
12.0,4.0,4.0,14.0,0.5375000000000001
12.0,4.0,4.0,15.0,0.3295
12.0,4.0,4.0,16.0,0.35350000000000004
12.0,4.0,4.0,17.0,3.1535
12.0,4.0,4.0,18.0,1.9955
12.0,4.0,4.0,19.0,1.481
12.0,4.0,4.0,20.0,1.8455
12.0,4.0,4.0,21.0,1.9344999999999999
12.0,4.0,4.0,22.0,1.778
12.0,4.0,4.0,23.0,1.625
12.0,5.0,5.0,0.0,1.8355
12.0,5.0,5.0,1.0,1.4715
12.0,5.0,5.0,2.0,1.3675
12.0,5.0,5.0,3.0,0.6165
12.0,5.0,5.0,4.0,0.6255
12.0,5.0,5.0,5.0,0.544
12.0,5.0,5.0,6.0,0.6035
12.0,5.0,5.0,7.0,0.552
12.0,5.0,5.0,8.0,0.34850000000000003
12.0,5.0,5.0,9.0,0.21900000000000003
12.0,5.0,5.0,10.0,0.1835
12.0,5.0,5.0,11.0,1.444
12.0,5.0,5.0,12.0,1.621
12.0,5.0,5.0,13.0,0.8665
12.0,5.0,5.0,14.0,1.225
12.0,5.0,5.0,15.0,3.465
12.0,5.0,5.0,16.0,1.6145
12.0,5.0,5.0,17.0,1.734
12.0,5.0,5.0,18.0,1.9405000000000001
12.0,5.0,5.0,19.0,1.49
12.0,5.0,5.0,20.0,1.458
12.0,5.0,5.0,21.0,1.3119999999999998
12.0,5.0,5.0,22.0,1.3980000000000001
12.0,5.0,5.0,23.0,1.432
12.0,6.0,6.0,0.0,1.295
12.0,6.0,6.0,1.0,0.7705
12.0,6.0,6.0,2.0,0.675
12.0,6.0,6.0,3.0,0.6365000000000001
12.0,6.0,6.0,4.0,0.8765000000000001
12.0,6.0,6.0,5.0,0.6845
12.0,6.0,6.0,6.0,0.5569999999999999
12.0,6.0,6.0,7.0,0.3855
12.0,6.0,6.0,8.0,0.2505
12.0,6.0,6.0,9.0,0.2525
12.0,6.0,6.0,10.0,0.257
12.0,6.0,6.0,11.0,0.227
12.0,6.0,6.0,12.0,2.629
12.0,6.0,6.0,13.0,1.607
12.0,6.0,6.0,14.0,0.6675
12.0,6.0,6.0,15.0,1.1815
12.0,6.0,6.0,16.0,0.8625
12.0,6.0,6.0,17.0,1.0965
12.0,6.0,6.0,18.0,1.1025
12.0,6.0,6.0,19.0,1.131
12.0,6.0,6.0,20.0,1.2725
12.0,6.0,6.0,21.0,1.682
12.0,6.0,6.0,22.0,1.38
12.0,6.0,6.0,23.0,0.9715
12.0,0.0,7.0,0.0,0.812
12.0,0.0,7.0,1.0,0.391
12.0,0.0,7.0,2.0,0.3145
12.0,0.0,7.0,3.0,0.39649999999999996
12.0,0.0,7.0,4.0,0.439
12.0,0.0,7.0,5.0,0.3125
12.0,0.0,7.0,6.0,0.405
12.0,0.0,7.0,7.0,0.424
12.0,0.0,7.0,8.0,0.33799999999999997
12.0,0.0,7.0,9.0,0.8300000000000001
12.0,0.0,7.0,10.0,0.754
12.0,0.0,7.0,11.0,0.22599999999999998
12.0,0.0,7.0,12.0,0.306
12.0,0.0,7.0,13.0,1.0975
12.0,0.0,7.0,14.0,0.8674999999999999
12.0,0.0,7.0,15.0,1.565
12.0,0.0,7.0,16.0,2.056
12.0,0.0,7.0,17.0,1.113
12.0,0.0,7.0,18.0,2.2875
12.0,0.0,7.0,19.0,3.3594999999999997
12.0,0.0,7.0,20.0,1.3735
12.0,0.0,7.0,21.0,1.7149999999999999
12.0,0.0,7.0,22.0,1.5405000000000002
12.0,0.0,7.0,23.0,0.98
12.0,1.0,8.0,0.0,0.40700000000000003
12.0,1.0,8.0,1.0,0.276
12.0,1.0,8.0,2.0,0.2965
12.0,1.0,8.0,3.0,0.2635
12.0,1.0,8.0,4.0,0.2965
12.0,1.0,8.0,5.0,0.28400000000000003
12.0,1.0,8.0,6.0,0.261
12.0,1.0,8.0,7.0,0.3925
12.0,1.0,8.0,8.0,0.33899999999999997
12.0,1.0,8.0,9.0,0.4115
12.0,1.0,8.0,10.0,0.392
12.0,1.0,8.0,11.0,0.401
12.0,1.0,8.0,12.0,0.6655
12.0,1.0,8.0,13.0,0.345
12.0,1.0,8.0,14.0,0.3785
12.0,1.0,8.0,15.0,0.442
12.0,1.0,8.0,16.0,0.744
12.0,1.0,8.0,17.0,1.7405
12.0,1.0,8.0,18.0,2.0475
12.0,1.0,8.0,19.0,2.6185
12.0,1.0,8.0,20.0,1.9995
12.0,1.0,8.0,21.0,2.0895
12.0,1.0,8.0,22.0,1.783
12.0,1.0,8.0,23.0,1.7345000000000002
12.0,2.0,9.0,0.0,1.513
12.0,2.0,9.0,1.0,1.1425
12.0,2.0,9.0,2.0,1.02
12.0,2.0,9.0,3.0,1.053
12.0,2.0,9.0,4.0,0.534
12.0,2.0,9.0,5.0,0.494
12.0,2.0,9.0,6.0,0.489
12.0,2.0,9.0,7.0,0.8504999999999999
12.0,2.0,9.0,8.0,0.439
12.0,2.0,9.0,9.0,0.603
12.0,2.0,9.0,10.0,0.219
12.0,2.0,9.0,11.0,0.251
12.0,2.0,9.0,12.0,0.964
12.0,2.0,9.0,13.0,2.241
12.0,2.0,9.0,14.0,0.4595
12.0,2.0,9.0,15.0,0.7555000000000001
12.0,2.0,9.0,16.0,1.1025
12.0,2.0,9.0,17.0,1.349
12.0,2.0,9.0,18.0,1.351
12.0,2.0,9.0,19.0,3.219
12.0,2.0,9.0,20.0,3.127
12.0,2.0,9.0,21.0,1.554
12.0,2.0,9.0,22.0,1.4015
12.0,2.0,9.0,23.0,1.229
12.0,3.0,10.0,0.0,0.871
12.0,3.0,10.0,1.0,0.4865
12.0,3.0,10.0,2.0,0.359
12.0,3.0,10.0,3.0,0.3825
12.0,3.0,10.0,4.0,0.3835
12.0,3.0,10.0,5.0,0.362
12.0,3.0,10.0,6.0,0.376
12.0,3.0,10.0,7.0,0.5725
12.0,3.0,10.0,8.0,0.9185000000000001
12.0,3.0,10.0,9.0,0.9315
12.0,3.0,10.0,10.0,0.177
12.0,3.0,10.0,11.0,0.20450000000000002
12.0,3.0,10.0,12.0,1.2425000000000002
12.0,3.0,10.0,13.0,1.299
12.0,3.0,10.0,14.0,0.4605
12.0,3.0,10.0,15.0,1.12
12.0,3.0,10.0,16.0,1.6844999999999999
12.0,3.0,10.0,17.0,2.016
12.0,3.0,10.0,18.0,2.7675
12.0,3.0,10.0,19.0,1.5325
12.0,3.0,10.0,20.0,1.345
12.0,3.0,10.0,21.0,1.4580000000000002
12.0,3.0,10.0,22.0,1.487
12.0,3.0,10.0,23.0,1.1475
12.0,4.0,11.0,0.0,0.9450000000000001
12.0,4.0,11.0,1.0,0.751
12.0,4.0,11.0,2.0,0.578
12.0,4.0,11.0,3.0,0.3755
12.0,4.0,11.0,4.0,0.374
12.0,4.0,11.0,5.0,0.3515
12.0,4.0,11.0,6.0,0.3725
12.0,4.0,11.0,7.0,0.7465
12.0,4.0,11.0,8.0,0.6
12.0,4.0,11.0,9.0,0.33599999999999997
12.0,4.0,11.0,10.0,0.2705
12.0,4.0,11.0,11.0,0.1935
12.0,4.0,11.0,12.0,0.1705
12.0,4.0,11.0,13.0,0.202
12.0,4.0,11.0,14.0,0.766
12.0,4.0,11.0,15.0,0.272
12.0,4.0,11.0,16.0,0.41300000000000003
12.0,4.0,11.0,17.0,1.2015
12.0,4.0,11.0,18.0,4.3925
12.0,4.0,11.0,19.0,0.745
12.0,4.0,11.0,20.0,0.7444999999999999
12.0,4.0,11.0,21.0,0.747
12.0,4.0,11.0,22.0,0.7224999999999999
12.0,4.0,11.0,23.0,1.26
12.0,5.0,12.0,0.0,1.174
12.0,5.0,12.0,1.0,0.893
12.0,5.0,12.0,2.0,0.6315
12.0,5.0,12.0,3.0,0.452
12.0,5.0,12.0,4.0,0.47450000000000003
12.0,5.0,12.0,5.0,1.258
12.0,5.0,12.0,6.0,0.5495000000000001
12.0,5.0,12.0,7.0,0.34650000000000003
12.0,5.0,12.0,8.0,0.22999999999999998
12.0,5.0,12.0,9.0,0.2645
12.0,5.0,12.0,10.0,0.237
12.0,5.0,12.0,11.0,0.2665
12.0,5.0,12.0,12.0,1.065
12.0,5.0,12.0,13.0,1.1404999999999998
12.0,5.0,12.0,14.0,1.955
12.0,5.0,12.0,15.0,1.3905
12.0,5.0,12.0,16.0,2.4669999999999996
12.0,5.0,12.0,17.0,1.6215
12.0,5.0,12.0,18.0,3.3209999999999997
12.0,5.0,12.0,19.0,1.6155
12.0,5.0,12.0,20.0,1.4304999999999999
12.0,5.0,12.0,21.0,1.538
12.0,5.0,12.0,22.0,1.7145
12.0,5.0,12.0,23.0,1.322
12.0,6.0,13.0,0.0,1.349
12.0,6.0,13.0,1.0,0.9804999999999999
12.0,6.0,13.0,2.0,0.781
12.0,6.0,13.0,3.0,0.8009999999999999
12.0,6.0,13.0,4.0,0.6675
12.0,6.0,13.0,5.0,0.33599999999999997
12.0,6.0,13.0,6.0,0.35
12.0,6.0,13.0,7.0,0.295
12.0,6.0,13.0,8.0,0.3355
12.0,6.0,13.0,9.0,1.4805
12.0,6.0,13.0,10.0,0.5595
12.0,6.0,13.0,11.0,0.182
12.0,6.0,13.0,12.0,0.19
12.0,6.0,13.0,13.0,0.2175
12.0,6.0,13.0,14.0,0.365
12.0,6.0,13.0,15.0,0.8220000000000001
12.0,6.0,13.0,16.0,0.622
12.0,6.0,13.0,17.0,1.406
12.0,6.0,13.0,18.0,3.3125
12.0,6.0,13.0,19.0,2.683
12.0,6.0,13.0,20.0,4.18
12.0,6.0,13.0,21.0,3.3395
12.0,6.0,13.0,22.0,3.5495
12.0,6.0,13.0,23.0,1.2165
12.0,0.0,14.0,0.0,0.698
12.0,0.0,14.0,1.0,0.456
12.0,0.0,14.0,2.0,0.353
12.0,0.0,14.0,3.0,0.3835
12.0,0.0,14.0,4.0,0.3675
12.0,0.0,14.0,5.0,0.35850000000000004
12.0,0.0,14.0,6.0,0.376
12.0,0.0,14.0,7.0,0.6345000000000001
12.0,0.0,14.0,8.0,0.4505
12.0,0.0,14.0,9.0,1.0565
12.0,0.0,14.0,10.0,1.5325000000000002
12.0,0.0,14.0,11.0,0.909
12.0,0.0,14.0,12.0,1.6035
12.0,0.0,14.0,13.0,0.9410000000000001
12.0,0.0,14.0,14.0,0.457
12.0,0.0,14.0,15.0,0.665
12.0,0.0,14.0,16.0,0.8265
12.0,0.0,14.0,17.0,1.4085
12.0,0.0,14.0,18.0,2.7199999999999998
12.0,0.0,14.0,19.0,2.8395
12.0,0.0,14.0,20.0,2.3505000000000003
12.0,0.0,14.0,21.0,1.6755
12.0,0.0,14.0,22.0,1.2839999999999998
12.0,0.0,14.0,23.0,0.8125
12.0,1.0,15.0,0.0,0.781
12.0,1.0,15.0,1.0,0.376
12.0,1.0,15.0,2.0,0.3775
12.0,1.0,15.0,3.0,0.3435
12.0,1.0,15.0,4.0,0.399
12.0,1.0,15.0,5.0,0.3425
12.0,1.0,15.0,6.0,1.4075
12.0,1.0,15.0,7.0,0.766
12.0,1.0,15.0,8.0,1.2155
12.0,1.0,15.0,9.0,0.424
12.0,1.0,15.0,10.0,0.22599999999999998
12.0,1.0,15.0,11.0,1.0165
12.0,1.0,15.0,12.0,0.4495
12.0,1.0,15.0,13.0,0.4315
12.0,1.0,15.0,14.0,0.9735
12.0,1.0,15.0,15.0,1.5835
12.0,1.0,15.0,16.0,0.95
12.0,1.0,15.0,17.0,2.4885
12.0,1.0,15.0,18.0,2.202
12.0,1.0,15.0,19.0,3.412
12.0,1.0,15.0,20.0,1.727
12.0,1.0,15.0,21.0,1.9669999999999999
12.0,1.0,15.0,22.0,1.6405
12.0,1.0,15.0,23.0,1.471
12.0,2.0,16.0,0.0,1.077
12.0,2.0,16.0,1.0,0.6505000000000001
12.0,2.0,16.0,2.0,0.4645
12.0,2.0,16.0,3.0,0.391
12.0,2.0,16.0,4.0,0.4285
12.0,2.0,16.0,5.0,0.387
12.0,2.0,16.0,6.0,0.427
12.0,2.0,16.0,7.0,0.9275
12.0,2.0,16.0,8.0,2.0665
12.0,2.0,16.0,9.0,2.8565
12.0,2.0,16.0,10.0,0.548
12.0,2.0,16.0,11.0,0.794
12.0,2.0,16.0,12.0,1.1135000000000002
12.0,2.0,16.0,13.0,0.9909999999999999
12.0,2.0,16.0,14.0,0.8380000000000001
12.0,2.0,16.0,15.0,0.6214999999999999
12.0,2.0,16.0,16.0,1.5884999999999998
12.0,2.0,16.0,17.0,3.7439999999999998
12.0,2.0,16.0,18.0,3.4640000000000004
12.0,2.0,16.0,19.0,1.854
12.0,2.0,16.0,20.0,2.83
12.0,2.0,16.0,21.0,1.713
12.0,2.0,16.0,22.0,1.605
12.0,2.0,16.0,23.0,0.8624999999999999
12.0,3.0,17.0,0.0,0.544
12.0,3.0,17.0,1.0,0.356
12.0,3.0,17.0,2.0,0.40149999999999997
12.0,3.0,17.0,3.0,0.345
12.0,3.0,17.0,4.0,0.38649999999999995
12.0,3.0,17.0,5.0,0.3505
12.0,3.0,17.0,6.0,0.37849999999999995
12.0,3.0,17.0,7.0,1.4475
12.0,3.0,17.0,8.0,0.5255000000000001
12.0,3.0,17.0,9.0,0.1745
12.0,3.0,17.0,10.0,0.1815
12.0,3.0,17.0,11.0,0.2125
12.0,3.0,17.0,12.0,0.7855000000000001
12.0,3.0,17.0,13.0,0.641
12.0,3.0,17.0,14.0,0.6375
12.0,3.0,17.0,15.0,0.34550000000000003
12.0,3.0,17.0,16.0,0.709
12.0,3.0,17.0,17.0,1.9075
12.0,3.0,17.0,18.0,2.7305
12.0,3.0,17.0,19.0,1.6440000000000001
12.0,3.0,17.0,20.0,1.872
12.0,3.0,17.0,21.0,3.6235
12.0,3.0,17.0,22.0,1.566
12.0,3.0,17.0,23.0,0.8295
12.0,4.0,18.0,0.0,0.8049999999999999
12.0,4.0,18.0,1.0,0.8445
12.0,4.0,18.0,2.0,1.004
12.0,4.0,18.0,3.0,0.7815000000000001
12.0,4.0,18.0,4.0,0.2945
12.0,4.0,18.0,5.0,0.266
12.0,4.0,18.0,6.0,0.26049999999999995
12.0,4.0,18.0,7.0,0.8069999999999999
12.0,4.0,18.0,8.0,0.35400000000000004
12.0,4.0,18.0,9.0,0.1875
12.0,4.0,18.0,10.0,0.14700000000000002
12.0,4.0,18.0,11.0,0.187
12.0,4.0,18.0,12.0,0.14950000000000002
12.0,4.0,18.0,13.0,0.16399999999999998
12.0,4.0,18.0,14.0,0.76
12.0,4.0,18.0,15.0,0.3345
12.0,4.0,18.0,16.0,0.65
12.0,4.0,18.0,17.0,1.4135
12.0,4.0,18.0,18.0,1.6844999999999999
12.0,4.0,18.0,19.0,1.7755
12.0,4.0,18.0,20.0,1.2825
12.0,4.0,18.0,21.0,2.255
12.0,4.0,18.0,22.0,1.193
12.0,4.0,18.0,23.0,1.1775
12.0,5.0,19.0,0.0,0.6155
12.0,5.0,19.0,1.0,0.32299999999999995
12.0,5.0,19.0,2.0,0.35450000000000004
12.0,5.0,19.0,3.0,0.3805
12.0,5.0,19.0,4.0,0.3795
12.0,5.0,19.0,5.0,0.22549999999999998
12.0,5.0,19.0,6.0,0.2015
12.0,5.0,19.0,7.0,0.21949999999999997
12.0,5.0,19.0,8.0,0.179
12.0,5.0,19.0,9.0,0.16999999999999998
12.0,5.0,19.0,10.0,0.1515
12.0,5.0,19.0,11.0,0.291
12.0,5.0,19.0,12.0,0.39
12.0,5.0,19.0,13.0,0.48050000000000004
12.0,5.0,19.0,14.0,1.1245
12.0,5.0,19.0,15.0,0.5705
12.0,5.0,19.0,16.0,0.7284999999999999
12.0,5.0,19.0,17.0,2.216
12.0,5.0,19.0,18.0,1.7445
12.0,5.0,19.0,19.0,2.4945
12.0,5.0,19.0,20.0,3.5300000000000002
12.0,5.0,19.0,21.0,1.8725
12.0,5.0,19.0,22.0,1.4895
12.0,5.0,19.0,23.0,2.106
12.0,6.0,20.0,0.0,1.491
12.0,6.0,20.0,1.0,0.681
12.0,6.0,20.0,2.0,0.39199999999999996
12.0,6.0,20.0,3.0,0.2585
12.0,6.0,20.0,4.0,0.2195
12.0,6.0,20.0,5.0,0.217
12.0,6.0,20.0,6.0,0.266
12.0,6.0,20.0,7.0,0.209
12.0,6.0,20.0,8.0,0.247
12.0,6.0,20.0,9.0,1.495
12.0,6.0,20.0,10.0,1.7534999999999998
12.0,6.0,20.0,11.0,2.0425
12.0,6.0,20.0,12.0,0.5635
12.0,6.0,20.0,13.0,0.669
12.0,6.0,20.0,14.0,0.6445000000000001
12.0,6.0,20.0,15.0,0.638
12.0,6.0,20.0,16.0,0.681
12.0,6.0,20.0,17.0,0.627
12.0,6.0,20.0,18.0,0.6739999999999999
12.0,6.0,20.0,19.0,1.0065
12.0,6.0,20.0,20.0,1.282
12.0,6.0,20.0,21.0,1.44
12.0,6.0,20.0,22.0,1.544
12.0,6.0,20.0,23.0,1.2435
12.0,0.0,21.0,0.0,0.8985
12.0,0.0,21.0,1.0,0.8465
12.0,0.0,21.0,2.0,0.849
12.0,0.0,21.0,3.0,0.244
12.0,0.0,21.0,4.0,0.279
12.0,0.0,21.0,5.0,0.2425
12.0,0.0,21.0,6.0,0.2255
12.0,0.0,21.0,7.0,0.702
12.0,0.0,21.0,8.0,0.454
12.0,0.0,21.0,9.0,0.22
12.0,0.0,21.0,10.0,0.1935
12.0,0.0,21.0,11.0,0.1785
12.0,0.0,21.0,12.0,0.226
12.0,0.0,21.0,13.0,0.176
12.0,0.0,21.0,14.0,0.8895
12.0,0.0,21.0,15.0,1.11
12.0,0.0,21.0,16.0,0.538
12.0,0.0,21.0,17.0,1.5705
12.0,0.0,21.0,18.0,1.2109999999999999
12.0,0.0,21.0,19.0,2.223
12.0,0.0,21.0,20.0,3.0205
12.0,0.0,21.0,21.0,1.8415
12.0,0.0,21.0,22.0,1.547
12.0,0.0,21.0,23.0,0.989
12.0,1.0,22.0,0.0,0.9984999999999999
12.0,1.0,22.0,1.0,1.0205
12.0,1.0,22.0,2.0,1.056
12.0,1.0,22.0,3.0,0.8089999999999999
12.0,1.0,22.0,4.0,0.306
12.0,1.0,22.0,5.0,0.223
12.0,1.0,22.0,6.0,0.253
12.0,1.0,22.0,7.0,0.7789999999999999
12.0,1.0,22.0,8.0,1.4540000000000002
12.0,1.0,22.0,9.0,1.7835
12.0,1.0,22.0,10.0,1.2985
12.0,1.0,22.0,11.0,0.8454999999999999
12.0,1.0,22.0,12.0,1.4785
12.0,1.0,22.0,13.0,0.8525
12.0,1.0,22.0,14.0,1.2245
12.0,1.0,22.0,15.0,1.5605
12.0,1.0,22.0,16.0,1.501
12.0,1.0,22.0,17.0,4.067
12.0,1.0,22.0,18.0,2.261
12.0,1.0,22.0,19.0,2.8245
12.0,1.0,22.0,20.0,2.444
12.0,1.0,22.0,21.0,1.7395
12.0,1.0,22.0,22.0,1.5225
12.0,1.0,22.0,23.0,0.8625
12.0,2.0,23.0,0.0,0.8069999999999999
12.0,2.0,23.0,1.0,0.846
12.0,2.0,23.0,2.0,0.9255
12.0,2.0,23.0,3.0,0.774
12.0,2.0,23.0,4.0,0.396
12.0,2.0,23.0,5.0,0.2345
12.0,2.0,23.0,6.0,0.1915
12.0,2.0,23.0,7.0,0.23399999999999999
12.0,2.0,23.0,8.0,0.588
12.0,2.0,23.0,9.0,0.599
12.0,2.0,23.0,10.0,1.1175000000000002
12.0,2.0,23.0,11.0,2.3905
12.0,2.0,23.0,12.0,0.9930000000000001
12.0,2.0,23.0,13.0,0.846
12.0,2.0,23.0,14.0,0.649
12.0,2.0,23.0,15.0,0.675
12.0,2.0,23.0,16.0,0.6325000000000001
12.0,2.0,23.0,17.0,1.407
12.0,2.0,23.0,18.0,1.517
12.0,2.0,23.0,19.0,2.1935
12.0,2.0,23.0,20.0,1.726
12.0,2.0,23.0,21.0,2.081
12.0,2.0,23.0,22.0,3.4105
12.0,2.0,23.0,23.0,1.292
12.0,3.0,24.0,0.0,1.1280000000000001
12.0,3.0,24.0,1.0,0.8365
12.0,3.0,24.0,2.0,0.7224999999999999
12.0,3.0,24.0,3.0,0.6045
12.0,3.0,24.0,4.0,0.2175
12.0,3.0,24.0,5.0,0.275
12.0,3.0,24.0,6.0,0.211
12.0,3.0,24.0,7.0,0.494
12.0,3.0,24.0,8.0,0.32899999999999996
12.0,3.0,24.0,9.0,0.9319999999999999
12.0,3.0,24.0,10.0,0.306
12.0,3.0,24.0,11.0,0.2195
12.0,3.0,24.0,12.0,1.656
12.0,3.0,24.0,13.0,2.858
12.0,3.0,24.0,14.0,2.147
12.0,3.0,24.0,15.0,1.291
12.0,3.0,24.0,16.0,1.5905
12.0,3.0,24.0,17.0,2.131
12.0,3.0,24.0,18.0,2.3369999999999997
12.0,3.0,24.0,19.0,1.9620000000000002
12.0,3.0,24.0,20.0,1.5485
12.0,3.0,24.0,21.0,1.51
12.0,3.0,24.0,22.0,1.252
12.0,3.0,24.0,23.0,1.008
12.0,4.0,25.0,0.0,0.9035
12.0,4.0,25.0,1.0,0.7110000000000001
12.0,4.0,25.0,2.0,0.7705
12.0,4.0,25.0,3.0,0.644
12.0,4.0,25.0,4.0,0.6895
12.0,4.0,25.0,5.0,0.5035000000000001
12.0,4.0,25.0,6.0,0.2185
12.0,4.0,25.0,7.0,0.2465
12.0,4.0,25.0,8.0,1.6900000000000002
12.0,4.0,25.0,9.0,1.178
12.0,4.0,25.0,10.0,1.6175
12.0,4.0,25.0,11.0,1.4405000000000001
12.0,4.0,25.0,12.0,0.6445000000000001
12.0,4.0,25.0,13.0,0.51
12.0,4.0,25.0,14.0,0.5455
12.0,4.0,25.0,15.0,0.4915
12.0,4.0,25.0,16.0,0.6455
12.0,4.0,25.0,17.0,0.7464999999999999
12.0,4.0,25.0,18.0,0.9144999999999999
12.0,4.0,25.0,19.0,0.8185
12.0,4.0,25.0,20.0,0.8015000000000001
12.0,4.0,25.0,21.0,0.9904999999999999
12.0,4.0,25.0,22.0,1.0905
12.0,4.0,25.0,23.0,1.5145
12.0,5.0,26.0,0.0,1.1725
12.0,5.0,26.0,1.0,0.663
12.0,5.0,26.0,2.0,0.27899999999999997
12.0,5.0,26.0,3.0,0.206
12.0,5.0,26.0,4.0,0.2495
12.0,5.0,26.0,5.0,0.2455
12.0,5.0,26.0,6.0,0.31699999999999995
12.0,5.0,26.0,7.0,0.2925
